jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-5281,SiH4,6.144,-0.00083,4.82,2.87,2.6583333333333337,,,,,,,
JVASP-68256,BeCoPt2,0.0,-0.15874,202.4,43.76,232.40540000000001,,,,,,,
JVASP-92239,LiPrS2,1.926,-1.9069,56.3,31.98,6.685566666666666,,,,,,,
JVASP-68569,TiBe2Os2,0.0,-0.01024,55.93,14.52,255.02403333333334,,,,,,,
JVASP-72570,Be2TeSe,0.0,0.69254,4.65,0.23,198.7506,,,,,,,
JVASP-595,TaSe2,0.0,-0.79764,43.57,29.3,35.672599999999996,,,,,,,
JVASP-18913,HgPt,0.0,0.18834,73.94,18.59,32.477866666666664,,,,,,,
JVASP-85698,CaSiSnO5,3.473,-2.68143,124.86,64.51,3.4841333333333337,,,,,,,
JVASP-73925,BeCdPt2,0.0,-0.27382,117.58,31.09,121.36376666666668,,,,,,,
JVASP-15985,Rb3As,0.0,-0.37983,12.68,5.91,9.2951,,,,,,,
JVASP-67722,ZrBeFe4,0.0,-0.1066,168.37,64.66,244.115,,,,,,,
JVASP-75699,LiTi2As,0.0,-0.07977,80.7,0.0,165.212,,,,,,,
JVASP-68512,Be2PdPt,0.0,-0.65415,44.36,47.68,96.69446666666666,,,,,,,
JVASP-14882,DyIn,0.0,-0.47398,61.1,28.32,47.3967,,,,,,,
JVASP-67597,SrBeGe,0.0,0.10597,45.76,0.0,174.47123333333334,,,,,,,
JVASP-75655,NaMo2As,0.0,0.39414,140.87,29.38,112.4629,,,,,,,
JVASP-12152,ZrMo2O8,2.837,-2.46513,84.66,40.73,5.7074,,,,,,,
JVASP-14660,HfFe2,0.0,-0.36118,184.67,59.68,235.41733333333332,,,,,,,
JVASP-75802,TeAsIr,0.0,-0.03802,126.7,30.78,50.4159,,,,,,,
JVASP-67681,BeCu2Br,0.0,0.28238,46.2,2.8,14.9163,,,,,,,
JVASP-73288,NaBe2Pt,0.0,-0.07677,107.23,40.7,39.15346666666667,,,,,,,
JVASP-67998,BeCrIr2,0.0,-0.15784,241.19,79.69,194.40099999999998,,,,,,,
JVASP-68748,Sc2BeCl,0.0,-0.19852,57.83,16.74,126.04406666666667,,,,,,,
JVASP-75470,CdAsOs,0.0,1.36599,98.13,5.36,207.5166,,,,,,,
JVASP-2002,LiH,3.558,-0.50396,36.03,43.46,4.1304,,,,,,,
JVASP-43580,Li3FeF6,0.0,-2.62384,61.14,38.87,6.549366666666667,,,,,,,
JVASP-68203,BeCdW2,0.0,0.38008,190.17,33.16,102.94259999999998,,,,,,,
JVASP-68448,BeFePb2,0.0,0.77787,59.53,0.0,213.78473333333332,,,,,,,
JVASP-63394,B2Mo,0.0,-0.24573,299.14,172.49,113.81663333333334,,,,,,,
JVASP-21207,Rb,0.0,0.00071,3.1,1.32,2.3771,,,,,,,
JVASP-3138,Nd2TeS2,1.589,-1.99583,60.78,25.23,8.297066666666666,,,,,,,
JVASP-67011,CaBeGa,0.0,0.03058,49.77,6.52,84.33306666666667,,,,,,,
JVASP-14117,NaBH4,6.429,-0.34591,18.86,10.81,2.6482666666666668,,,,,,,
JVASP-52349,LaUO4,0.0,-3.67108,187.99,71.85,31.749233333333336,,,,,,,
JVASP-75544,V2AsAu,0.0,0.36441,113.43,0.0,200.3795,,,,,,,
JVASP-541,CoTe2,0.0,-0.19224,56.93,26.98,64.7395,,,,,,,
JVASP-66939,TaBeTe,0.0,0.51744,42.38,4.15,45.47703333333334,,,,,,,
JVASP-74092,BeCr2Cd,0.0,0.26725,141.43,64.34,115.17396666666667,,,,,,,
JVASP-1972,Sr2NCl,1.921,-1.63922,53.79,33.77,5.0427,,,,,,,
JVASP-91553,BaAgSeF,1.384,-2.15165,53.73,24.6,6.258366666666666,,,,,,,
JVASP-88462,Na2UO4,2.124,-2.75994,55.09,33.61,3.9143333333333334,,,,,,,
JVASP-85427,MnGePd,0.0,-0.19703,128.09,40.53,179.33556666666664,,,,,,,
JVASP-91733,Ce2BiN,0.0,-1.2226,61.84,35.89,62.533633333333334,,,,,,,
JVASP-67158,BeGaBr,0.0,-0.06154,35.02,0.0,51.64243333333334,,,,,,,
JVASP-15781,P,0.0,0.06344,65.83,14.7,134.6373,,,,,,,
JVASP-48024,LiMnF3,2.229,-2.68177,66.3,20.76,35.8358,,,,,,,
JVASP-90427,FeNiAs,0.0,-0.08066,116.96,42.49,123.6468,,,,,,,
JVASP-75765,AsOsAu,0.0,1.28815,121.93,0.0,207.1767,,,,,,,
JVASP-67763,SrBeBi,0.0,0.05615,39.28,0.21,69.86840000000001,,,,,,,
JVASP-85977,CeP5,0.0,-0.55973,3.73,1.27,70.74966666666666,,,,,,,
JVASP-67308,CaZrBe,0.086,0.17502,54.84,34.47,58.83473333333333,,,,,,,
JVASP-68812,Mn2Be2Zn,0.0,0.41367,86.83,0.5,175.7425333333333,,,,,,,
JVASP-68148,BeFeNi2,0.0,-0.11894,180.07,64.88,260.59290000000004,,,,,,,
JVASP-67635,Be2SnMo,0.0,0.48274,56.04,13.89,56.503166666666665,,,,,,,
JVASP-15310,SmSi2Ru2,0.0,-0.83807,146.32,79.53,60.8732,,,,,,,
JVASP-75472,YTcAs,0.0,-0.09055,1.23,2.0,120.5199,,,,,,,
JVASP-66848,BeNiCl,0.0,0.13313,44.04,8.33,21.642,,,,,,,
JVASP-74021,BeGa2Fe,0.0,0.02947,119.26,62.93,69.5882,,,,,,,
JVASP-67937,HfBeNb2,0.0,0.14782,139.31,34.05,161.06573333333333,,,,,,,
JVASP-85765,S,0.461,0.18204,10.63,1.4,14.4232,,,,,,,
JVASP-68881,BeCdTe2,0.0,0.33081,43.17,17.14,48.16736666666667,,,,,,,
JVASP-75766,Mo2AsIr,0.0,0.29488,0.19,0.32,207.7268,,,,,,,
JVASP-75658,MnAsAu,0.0,0.20117,90.33,2.84,210.7546,,,,,,,
JVASP-86422,CoAsS,0.0,-0.29519,130.7,80.76,53.9909,,,,,,,
JVASP-68395,Sr2BeCo,0.0,0.33874,35.81,17.39,82.88543333333332,,,,,,,
JVASP-74093,BeZn2Cd,0.0,0.26531,0.0,0.0,272.89786666666663,,,,,,,
JVASP-90617,TaCo3,0.0,-0.26584,253.4,119.48,123.49246666666666,,,,,,,
JVASP-13888,UCo2P2,0.0,0.01976,112.02,0.0,257.00646666666665,,,,,,,
JVASP-20090,SiIr,0.0,-0.605,206.62,84.15,50.983533333333334,,,,,,,
JVASP-75584,BeTlAs,0.248,0.36297,1.22,1.99,157.1626,,,,,,,
JVASP-90847,SrZnAsF,0.709,-2.01391,58.68,32.97,8.963500000000002,,,,,,,
JVASP-18466,Ag3O,0.0,-0.13304,108.81,33.33,19.297466666666665,,,,,,,
JVASP-73927,BeNb2In,0.0,0.22025,112.61,12.99,145.97583333333333,,,,,,,
JVASP-68514,TiBe2Te,0.0,0.21163,84.94,55.41,82.16246666666666,,,,,,,
JVASP-75767,MgAsAu,0.0,-0.41208,1.22,1.99,79.9631,,,,,,,
JVASP-68449,TaBeCl,0.0,-0.01957,54.29,14.11,31.663066666666666,,,,,,,
JVASP-68572,Sr2BeSn,0.0,0.06871,29.97,9.52,71.39776666666667,,,,,,,
JVASP-68061,BeZn2Ir,0.0,-0.17972,161.72,47.57,42.84366666666667,,,,,,,
JVASP-67561,LiBeSi2,0.0,0.24488,71.88,42.97,112.27750000000002,,,,,,,
JVASP-67251,HfBeSi,0.0,-0.02524,119.94,15.73,203.68973333333335,,,,,,,
JVASP-75805,HfAsCl,0.0,0.00547,83.97,16.06,49.6131,,,,,,,
JVASP-67682,NaScBe,0.0,0.32574,29.13,19.12,67.34243333333333,,,,,,,
JVASP-67012,SrTaBe,0.0,0.58608,69.69,37.37,76.8595,,,,,,,
JVASP-67501,TiBeV,0.0,0.02792,135.47,31.56,169.23760000000001,,,,,,,
JVASP-22712,Li2VF6,3.636,-3.04943,67.34,43.35,5.938166666666667,,,,,,,
JVASP-68685,LiBe2Sb,0.0,0.30856,58.58,42.91,41.10396666666667,,,,,,,
JVASP-75477,SiGeAs,0.0,0.5892,1.24,2.02,139.0905,,,,,,,
JVASP-73300,YBe2Ru,0.0,-0.06341,118.42,0.0,44.64896666666667,,,,,,,
JVASP-88791,BaCuTeF,1.064,-2.02624,51.48,26.71,7.3938,,,,,,,
JVASP-67883,BeP2Ir,0.0,0.31259,158.47,15.78,63.73726666666666,,,,,,,
JVASP-75806,ReSnAs,0.0,0.58148,1.23,2.0,244.8928,,,,,,,
JVASP-67839,MgBeMo2,0.0,0.31103,66.39,17.19,129.7753,,,,,,,
JVASP-3498,CdIn2Se4,0.862,-0.56126,30.64,16.81,8.943066666666667,,,,,,,
JVASP-90680,LiTaF6,6.303,-3.36957,21.69,23.03,2.5873666666666666,,,,,,,
JVASP-90575,MgTi,0.0,0.14953,67.82,39.83,105.97403333333334,,,,,,,
JVASP-68204,Mn2BeCo,0.0,0.00752,197.01,68.45,286.563,,,,,,,
JVASP-66942,BeNbPt,0.0,-0.49537,200.01,92.33,101.36796666666667,,,,,,,
JVASP-75659,NaMnAs,0.0,0.10592,45.2,15.48,138.8683,,,,,,,
JVASP-12025,CoI2,0.0,0.01733,26.82,13.25,52.823,,,,,,,
JVASP-15080,ScSi2,0.0,-0.31425,90.1,9.48,92.77753333333334,,,,,,,
JVASP-68573,BeOsPb2,0.0,0.29517,0.0,0.0,103.20843333333333,,,,,,,
JVASP-75515,MgAsP,0.0,0.01716,1.22,1.98,286.9612,,,,,,,
JVASP-75547,NbGeAs,0.0,0.52152,94.77,3.94,159.1742,,,,,,,
JVASP-90333,Ba2CoAg2Se2O2,0.0,-1.34735,0.2,0.15,25.312233333333335,,,,,,,
JVASP-3591,K2SeBr6,1.528,-0.95156,18.37,9.22,6.7009,,,,,,,
JVASP-67311,HfBe2Fe,0.0,0.04121,142.86,66.61,106.82130000000001,,,,,,,
JVASP-67411,YTaBe2,0.0,0.09687,100.47,38.6,89.75083333333333,,,,,,,
JVASP-67800,BeGa4Tc,0.0,0.4546,105.5,29.16,63.8803,,,,,,,
JVASP-68065,BeFeIr2,0.0,-0.17309,0.0,0.0,221.9913333333333,,,,,,,
JVASP-66852,CaBeGe,0.0,0.01018,53.97,13.14,113.32023333333332,,,,,,,
JVASP-68749,Be2Ni2Ge,0.0,0.11263,108.51,7.75,110.06260000000002,,,,,,,
JVASP-67636,BeAgW,0.0,0.13168,179.72,76.37,51.47346666666667,,,,,,,
JVASP-91932,TbH3,0.0,-0.65614,85.99,59.33,7.803333333333334,,,,,,,
JVASP-72730,KTiBe2,0.0,1.11431,46.33,0.0,69.3582,,,,,,,
JVASP-3687,MgH2,4.085,-0.29675,52.74,38.97,3.7844,,,,,,,
JVASP-68260,BeFeRu2,0.0,0.03186,222.41,74.81,264.6144,,,,,,,
JVASP-91513,MgSiH2O4,5.42,-2.1466,194.97,143.62,3.2100000000000004,,,,,,,
JVASP-85352,NaMoF6,0.0,-2.72226,26.5,15.6,4.3902,,,,,,,
JVASP-18700,Dy2Tl,0.0,-0.26762,58.43,23.84,92.55046666666665,,,,,,,
JVASP-75840,CdAsRh,0.0,0.47482,0.87,1.78,85.4918,,,,,,,
JVASP-68328,YMn2Be2,0.0,0.01417,127.76,16.27,110.29356666666666,,,,,,,
JVASP-1729,CdCN2,2.341,0.03745,101.44,28.21,4.838766666666666,,,,,,,
JVASP-67599,ZrBeMo,0.0,0.14129,144.92,32.83,121.05766666666666,,,,,,,
JVASP-20064,LaSb,0.0,-1.32737,55.83,35.96,41.89256666666667,,,,,,,
JVASP-67939,BeGa2Co,0.0,-0.03435,134.76,57.59,58.10066666666666,,,,,,,
JVASP-90224,CeTi2O6,2.187,-3.38472,150.59,66.19,6.724033333333334,,,,,,,
JVASP-85519,LaHO2,4.082,-2.74995,88.91,39.95,3.9364666666666666,,,,,,,
JVASP-73929,BeCo2Cl,0.0,0.1826,56.18,28.85,110.36919999999999,,,,,,,
JVASP-87091,K3NaSe2O8,3.802,-1.50148,35.12,21.77,2.945766666666666,,,,,,,
JVASP-92240,NaBiS2,1.168,-0.84141,33.46,25.61,13.498266666666666,,,,,,,
JVASP-15701,ZnRh,0.0,-0.36655,174.37,75.1,43.9289,,,,,,,
JVASP-67563,BeSiTe,0.0,0.43716,58.78,0.0,185.30813333333333,,,,,,,
JVASP-75550,SnAsRh,0.0,-0.23796,1.21,1.98,82.007,,,,,,,
JVASP-68626,Sr2BeBi,0.0,-0.04928,29.47,11.36,66.28533333333333,,,,,,,
JVASP-75478,NaAsOs2,0.0,0.65681,163.47,30.94,168.1276,,,,,,,
JVASP-68817,HfBeSe2,0.0,-0.16917,94.2,17.14,50.85016666666667,,,,,,,
JVASP-67683,NaBeBi,0.0,0.33071,24.2,8.64,61.57823333333334,,,,,,,
JVASP-18581,ErAg2,0.0,-0.3734,85.96,37.91,33.49016666666667,,,,,,,
JVASP-68066,LaBeP,0.0,-1.02623,94.46,82.07,98.06636666666667,,,,,,,
JVASP-14856,YRh,0.0,-0.92117,114.5,33.96,309.8493,,,,,,,
JVASP-91984,LiZnO2,0.0,-1.47954,101.19,52.65,91.16876666666667,,,,,,,
JVASP-68452,BeCu2Br,0.0,0.51804,61.34,20.29,11.714999999999998,,,,,,,
JVASP-68686,MgBe2V,0.0,0.18377,97.84,73.47,103.16893333333333,,,,,,,
JVASP-67888,BeV2Hg,0.0,0.47966,145.24,45.15,132.4895,,,,,,,
JVASP-75518,MnAsPd2,0.0,-0.09825,0.19,0.32,152.0683,,,,,,,
JVASP-68574,Na2MnBe,0.0,0.41901,22.57,14.56,103.46186666666667,,,,,,,
JVASP-67766,BeSnSb,0.0,0.41556,39.39,10.97,137.16729999999998,,,,,,,
JVASP-42764,Mn3OF5,0.0,-2.29647,109.08,38.99,63.82426666666666,,,,,,,
JVASP-22676,HCl,5.815,-0.45408,7.96,5.99,2.7483000000000004,,,,,,,
JVASP-75842,Nb2CrAs,0.0,0.16203,174.17,8.44,125.9858,,,,,,,
JVASP-67163,Be2CrBr,0.0,0.5775,44.34,5.67,119.96666666666665,,,,,,,
JVASP-74031,BeCdCu2,0.0,0.09498,100.63,41.88,39.03933333333333,,,,,,,
JVASP-91554,TmAgS2,0.932,-1.42296,77.12,28.71,8.1389,,,,,,,
JVASP-3771,SnI2,1.785,-0.52917,18.4,8.4,8.605266666666665,,,,,,,
JVASP-90803,MgSiSb2,0.836,-0.06373,44.36,21.53,14.0172,,,,,,,
JVASP-86547,CF2,4.855,-1.27297,13.17,6.26,2.2974666666666668,,,,,,,
JVASP-89222,Ta2CrO6,0.0,-2.74078,171.28,103.31,79.78216666666667,,,,,,,
JVASP-85699,Li2H2Pt,0.0,-0.53394,49.81,32.51,53.439299999999996,,,,,,,
JVASP-67600,NaBeRu2,0.0,0.49101,148.47,59.26,99.25883333333333,,,,,,,
JVASP-15484,DyFe2Si2,0.0,-0.67008,144.57,81.12,88.03216666666667,,,,,,,
JVASP-75479,BeNb2As,0.0,0.33035,163.47,30.94,146.4164,,,,,,,
JVASP-75736,NbAsOs2,0.0,0.3536,232.0,0.0,246.1521,,,,,,,
JVASP-75887,AsOs2W,0.0,0.43117,0.0,0.0,172.2976,,,,,,,
JVASP-67940,Y2BeBr,0.0,-0.18217,23.88,11.69,54.54193333333333,,,,,,,
JVASP-75704,MoAsSe,0.0,0.15571,1.22,1.98,250.61160000000004,,,,,,,
JVASP-67840,BeTlSi,0.0,0.60077,48.04,0.0,124.60896666666667,,,,,,,
JVASP-73931,TiBeV2,0.0,-0.0128,0.0,0.0,152.32293333333334,,,,,,,
JVASP-14920,Li2NdAs2,0.0,-0.947,46.28,21.43,38.98063333333333,,,,,,,
JVASP-75588,Ti2MoAs,0.0,-0.17975,158.67,26.74,111.5202,,,,,,,
JVASP-48246,Li4Fe2SiO7,0.04,-2.04595,161.01,112.67,35.743566666666666,,,,,,,
JVASP-67312,BeGaSi,0.0,0.41335,58.58,16.99,164.03483333333335,,,,,,,
JVASP-66853,BeMoPd,0.0,-0.1991,206.67,104.22,59.41966666666667,,,,,,,
JVASP-67418,Be2VRu,0.0,-0.09576,168.57,73.68,74.28123333333333,,,,,,,
JVASP-1975,Ca2PI,1.602,-1.55531,37.52,24.33,6.6717,,,,,,,
JVASP-75811,LiGaAs,0.0,-0.1898,0.87,1.77,29.0892,,,,,,,
JVASP-67725,BePBr,0.0,0.17517,58.02,14.89,57.45593333333333,,,,,,,
JVASP-68516,Na2BeBr,0.0,-0.12113,16.32,2.85,24.796766666666667,,,,,,,
JVASP-92251,Li2BiF5,4.742,-2.7786,11.43,13.98,2.4963,,,,,,,
JVASP-68887,Sr2CaBe,0.0,0.21428,19.89,13.63,109.59276666666666,,,,,,,
JVASP-72739,Be2SiTc,0.0,-0.11581,177.8,98.98,53.26176666666667,,,,,,,
JVASP-67684,NaBeBr,0.666,0.02602,23.41,6.23,12.1746,,,,,,,
JVASP-75589,AsIrOs2,0.0,0.76874,158.67,26.74,354.6164999999999,,,,,,,
JVASP-86772,Tl2CdGeTe4,0.269,-0.26577,24.74,11.63,15.703666666666669,,,,,,,
JVASP-67103,MnBeSb,0.295,0.26116,140.41,94.29,30.7063,,,,,,,
JVASP-75519,CuAsPt2,0.0,0.04751,165.73,1.64,77.6503,,,,,,,
JVASP-75812,MgTaAs,0.0,1.0056,0.88,1.79,222.604,,,,,,,
JVASP-68818,ScBeTe2,0.0,-0.17072,54.63,17.42,51.954366666666665,,,,,,,
JVASP-67768,BeSnOs4,0.0,0.91125,6.47,16.12,312.4344,,,,,,,
JVASP-86424,NaNbO2,1.503,-2.40533,157.68,107.07,8.8756,,,,,,,
JVASP-74033,Ti2BeBi,0.0,0.12436,87.87,29.64,90.76626666666665,,,,,,,
JVASP-88089,Pr3UCl3O6,1.6,-3.27274,94.18,47.09,5.383933333333334,,,,,,,
JVASP-75663,Nb2VAs,0.0,0.01256,167.77,19.72,117.59999999999998,,,,,,,
JVASP-68454,Li2BeCl,0.0,-0.34266,24.16,14.57,6.825933333333334,,,,,,,
JVASP-1333,CaS,2.347,-2.38214,61.57,43.96,5.4182999999999995,,,,,,,
JVASP-68575,HfBeSb2,0.0,0.2112,85.21,14.67,105.11719999999998,,,,,,,
JVASP-75737,Ti2AsP,0.0,-0.12326,112.23,53.78,154.9024,,,,,,,
JVASP-75554,AsIrPt2,0.0,0.21487,0.19,0.32,227.5791,,,,,,,
JVASP-68754,Sc2BeGa,0.0,-0.10939,70.36,25.67,152.48420000000002,,,,,,,
JVASP-67890,Na2CaBe,0.0,0.39592,19.44,6.59,94.69279999999999,,,,,,,
JVASP-68068,BeNi2Ir,0.0,-0.14039,217.21,74.29,244.9849,,,,,,,
JVASP-62724,BS2N2OF7,5.318,-1.38115,16.22,9.63,2.4916666666666667,,,,,,,
JVASP-75522,SnAsRu,0.0,0.05554,1.21,1.97,124.5548,,,,,,,
JVASP-67601,MgBeGe,0.0,0.28647,59.93,3.72,92.29873333333335,,,,,,,
JVASP-68405,NaBeSn2,0.0,0.28993,41.0,14.16,83.8503,,,,,,,
JVASP-75480,VAsPt2,0.0,-0.12872,188.2,11.58,116.8136,,,,,,,
JVASP-22713,K4I2O,1.386,-1.48248,17.5,9.58,3.2484333333333333,,,,,,,
JVASP-86714,KNaB2H8,6.448,-0.39508,18.83,10.26,2.5322333333333336,,,,,,,
JVASP-68011,BeInOs2,0.0,0.27767,0.0,0.0,63.98533333333334,,,,,,,
JVASP-75738,GaSiAs,0.0,0.4618,0.88,1.79,126.4144,,,,,,,
JVASP-18620,Mn2Au5,0.0,-0.02852,133.39,34.15,221.78846666666666,,,,,,,
JVASP-14582,ThRh3,0.0,-0.73298,65.33,33.02,71.5704,,,,,,,
JVASP-74109,BeFeMo2,0.0,0.10504,201.21,69.95,203.92426666666665,,,,,,,
JVASP-75555,TlCuAs,0.0,0.2247,1.23,2.01,106.716,,,,,,,
JVASP-86087,Ca3N2,1.733,-0.99465,75.12,37.73,6.482733333333333,,,,,,,
JVASP-67515,ZrBeGa,0.0,-0.1324,103.7,38.9,69.03869999999999,,,,,,,
JVASP-86661,KNiAu3C6N6,1.338,0.18734,56.34,20.27,5.902833333333334,,,,,,,
JVASP-67420,HfBeBi,0.0,0.28229,73.69,13.95,84.0184,,,,,,,
JVASP-91597,UInPt2,0.0,-0.49116,136.62,8.65,203.7647333333333,,,,,,,
JVASP-13764,LiSi3Pd,0.0,0.12592,0.0,0.0,143.488,,,,,,,
JVASP-66854,BeInBr,0.0,0.24276,25.67,6.6,92.8892,,,,,,,
JVASP-67943,BeCrCu2,0.0,0.07466,0.0,0.0,84.29963333333333,,,,,,,
JVASP-68892,Be2NbP,0.0,-0.01029,66.89,29.77,103.8121,,,,,,,
JVASP-43810,LiFeF4,1.004,-2.4948,51.54,16.45,27.6281,,,,,,,
JVASP-73944,BeV2Pt,0.0,-0.27839,189.62,49.69,173.33066666666664,,,,,,,
JVASP-68271,BeCuPd2,0.0,-0.16559,160.47,27.34,106.89080000000001,,,,,,,
JVASP-68157,BeZn2Mo,0.0,0.27241,136.94,39.89,101.34203333333333,,,,,,,
JVASP-75739,SbAsIr,0.0,-0.11429,1.22,1.99,34.4083,,,,,,,
JVASP-90335,K2CuCl4O2,0.423,-1.07656,18.37,9.46,5.1796,,,,,,,
JVASP-16093,SmSiRu,0.0,-0.74357,99.77,52.92,83.01780000000001,,,,,,,
JVASP-85353,EuIO,3.645,-2.89458,43.47,28.62,5.0741000000000005,,,,,,,
JVASP-75557,TaZnAs,0.0,0.41303,1.21,1.97,170.5471,,,,,,,
JVASP-86892,AuBr,1.871,-0.06958,19.49,3.39,6.107499999999999,,,,,,,
JVASP-3774,K2MgCl4,5.104,-2.05025,26.47,13.22,2.820766666666666,,,,,,,
JVASP-85521,EuGe2Rh2,0.0,-0.87192,132.62,63.81,98.66576666666667,,,,,,,
JVASP-67313,CaBePb,0.0,0.13316,42.32,9.51,126.22766666666666,,,,,,,
JVASP-75590,As4RuBr,0.005,0.83464,28.77,0.0,213.5612,,,,,,,
JVASP-67686,NaBe2Co,0.0,0.4947,0.0,0.0,69.9671,,,,,,,
JVASP-75740,Fe2AsAu,0.0,0.39521,0.19,0.32,250.518,,,,,,,
JVASP-67726,BeTlTe,0.0,0.23416,34.96,18.93,40.405233333333335,,,,,,,
JVASP-69536,Be2NbMo,0.0,0.10168,169.0,72.48,82.4999,,,,,,,
JVASP-72771,BeZnCo,0.0,0.07068,129.82,49.33,107.81663333333334,,,,,,,
JVASP-67104,BeCdBr,0.0,0.26554,38.33,3.6,16.507466666666666,,,,,,,
JVASP-75483,LiAsPt2,0.0,-0.25017,188.2,11.58,61.705099999999995,,,,,,,
JVASP-67769,Mn2BeHg,0.0,0.31446,155.02,68.35,115.79583333333333,,,,,,,
JVASP-15486,AlVCo2,0.0,-0.42291,197.97,53.08,126.495,,,,,,,
JVASP-91933,Si,0.335,0.08587,80.07,54.36,13.845333333333334,,,,,,,
JVASP-68819,Y2BeGe,0.0,-0.2178,62.72,30.75,99.11413333333333,,,,,,,
JVASP-15599,NdCo2B2,0.0,-0.52315,147.59,94.15,52.7866,,,,,,,
JVASP-68518,Be2InTe,0.0,0.39184,49.31,21.79,122.41993333333335,,,,,,,
JVASP-68457,NaBe2Os,0.0,0.08128,92.12,53.75,63.20356666666667,,,,,,,
JVASP-75523,LiCdAs,0.0,-0.35073,47.37,14.62,24.411,,,,,,,
JVASP-75558,Ta2BAs,0.0,0.86191,0.19,0.32,189.7599,,,,,,,
JVASP-92190,Mg3MoO4,0.0,-2.26027,0.25,0.1,27.9213,,,,,,,
JVASP-22677,CaO2,2.982,-2.14444,94.33,58.84,3.682933333333333,,,,,,,
JVASP-14634,Nb5Sb4,0.0,-0.2702,96.58,57.45,109.5364,,,,,,,
JVASP-14922,Ti2N,0.0,-1.39649,184.72,103.39,90.28323333333333,,,,,,,
JVASP-67803,HfBeGa,0.0,-0.06111,107.19,35.45,77.96126666666666,,,,,,,
JVASP-86824,SbI3,2.003,-0.3086,10.77,5.7,8.336133333333333,,,,,,,
JVASP-91985,Bi2CO5,2.353,-1.46163,102.09,36.21,5.444533333333333,,,,,,,
JVASP-89888,LiP,0.924,-0.59277,42.98,27.49,11.713633333333334,,,,,,,
JVASP-68337,NaBeTl2,0.0,0.3827,29.54,0.0,99.8002,,,,,,,
JVASP-75774,TaAsBr,0.0,1.1758,81.13,5.12,127.6216,,,,,,,
JVASP-75889,AsRu2Cl,0.0,0.76331,145.7,11.76,200.6969,,,,,,,
JVASP-74034,BeV2Pb,0.0,0.29906,112.1,41.82,88.73823333333333,,,,,,,
JVASP-67166,LiBeIn,0.0,0.15078,50.42,3.61,87.61856666666667,,,,,,,
JVASP-85840,CuF2,0.0,-1.62135,117.02,29.03,37.61836666666667,,,,,,,
JVASP-15647,ErSnPd2,0.0,-0.88351,115.77,22.66,166.74886666666666,,,,,,,
JVASP-76275,Y3H2,0.0,-0.44269,34.87,40.48,37.0691,,,,,,,
JVASP-68210,BeNiRu2,0.0,-0.0096,236.97,72.36,174.26656666666668,,,,,,,
JVASP-67770,BeSiW2,0.0,-0.20763,0.0,0.0,54.053733333333334,,,,,,,
JVASP-68631,Be2NiCl,0.0,0.00805,89.91,7.79,19.0505,,,,,,,
JVASP-14562,LuFe2,0.0,-0.22944,140.77,33.76,196.91009999999997,,,,,,,
JVASP-67568,LiTiBe2,0.0,0.12812,84.18,70.97,103.44940000000001,,,,,,,
JVASP-68012,BeCoGe2,0.0,0.31207,116.23,0.0,186.717,,,,,,,
JVASP-67688,BeSi2Ru,0.0,-0.06856,0.0,0.0,73.05146666666666,,,,,,,
JVASP-68406,BePb2Br,0.0,0.38544,34.73,0.0,104.81653333333333,,,,,,,
JVASP-69723,MnBe2In,0.0,0.33543,131.94,78.49,59.5831,,,,,,,
JVASP-75777,AsRu2Au,0.0,0.55214,0.19,0.32,208.0373,,,,,,,
JVASP-75664,MnFeAs,0.0,-0.11895,160.69,64.43,200.55266666666668,,,,,,,
JVASP-75891,InB2As,0.0,1.70684,145.7,11.76,235.0884,,,,,,,
JVASP-75622,ReAsW2,0.0,0.23592,268.37,11.26,234.37070000000003,,,,,,,
JVASP-67167,TiBe2Tc,0.0,0.00724,0.0,0.0,91.08296666666668,,,,,,,
JVASP-86548,Li2TeO3,3.238,-1.78816,27.4,14.76,3.367533333333333,,,,,,,
JVASP-47538,Li4MnP2O8,1.98,-2.3456,67.94,38.79,5.417066666666667,,,,,,,
JVASP-67428,CaBeIn,0.0,0.08568,44.37,24.96,81.9704,,,,,,,
JVASP-75593,AsP2Pd,0.0,0.40212,28.77,0.0,174.3541,,,,,,,
JVASP-75561,YAsRh,0.0,-0.91968,1.23,2.0,78.275,,,,,,,
JVASP-67644,Be2BiIr,0.0,0.48264,125.7,27.2,65.7613,,,,,,,
JVASP-68273,Mn2BeGa,0.0,0.07862,131.93,51.66,249.15516666666667,,,,,,,
JVASP-67604,BeNbRu2,0.0,-0.07824,198.89,70.83,60.99743333333333,,,,,,,
JVASP-75484,MoAsW2,0.0,0.1405,224.43,5.9,168.9942,,,,,,,
JVASP-67727,LiBeBr4,0.0,0.4598,17.3,0.0,103.63010000000001,,,,,,,
JVASP-67314,YBeZn,0.0,0.01511,69.33,44.24,85.2752,,,,,,,
JVASP-68583,BeCdSb2,0.0,0.52638,55.84,8.75,151.481,,,,,,,
JVASP-75708,ZnAsAu,0.0,-0.00917,88.8,3.84,73.9593,,,,,,,
JVASP-75893,CaB2As,0.0,1.19369,145.7,11.76,236.8987,,,,,,,
JVASP-75819,AsPd2W,0.0,-0.02537,0.19,0.32,142.3427,,,,,,,
